oem,model,launch_announced,launch_status,body_dimensions,body_weight,body_sim,display_type,display_size,display_resolution,features_sensors,platform_os
Benefon,Vega,1999,Discontinued,,190.0,Mini-SIM,Monochrome graphic,,6 lines,V1,
Garmin-Asus,nuvifone M10,2010,Discontinued,,,Mini-SIM,"TFT resistive touchscreen, 65K colors",3.5,"480 x 800 pixels, 5:3 ratio (~267 ppi density)",Accelerometer,Microsoft Windows Mobile 6.5.3 Professional
Gigabyte,GSmart G1305 Boston,2010,Discontinued,,118.0,Mini-SIM,"TFT capacitive touchscreen, 256K colors",3.2,"320 x 480 pixels, 3:2 ratio (~180 ppi density)",Accelerometer,Android 1.6 (Donut)
Gigabyte,GSmart,,Cancelled,,,Mini-SIM,"TFT capacitive touchscreen, 256K colors",2.8,"240 x 320 pixels, 4:3 ratio (~143 ppi density)",Accelerometer,Android 1.6 (Donut)
Google,Pixel 4 XL,2019,Available. Released 2019,,193.0,Nano-SIM card & eSIM,"P-OLED capacitive touchscreen, 16M colors",6.3,"1440 x 3040 pixels, 19:9 ratio (~537 ppi density)","Face ID, accelerometer, gyro, proximity, compass, barometer",Android 10
Google,Pixel 4,2019,Available. Released 2019,,162.0,Nano-SIM card & eSIM,"P-OLED capacitive touchscreen, 16M colors",5.7,"1080 x 2280 pixels, 19:9 ratio (~444 ppi density)","Face ID, accelerometer, gyro, proximity, compass, barometer",Android 10
Google,Pixel 3a XL,2019,Available. Released 2019,,167.0,"Nano-SIM, eSIM","OLED capacitive touchscreen, 16M colors",6.0,"1080 x 2160 pixels, 18:9 ratio (~402 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer",Android 9.0 (Pie)
Google,Pixel 3a,2019,Available. Released 2019,,147.0,Nano-SIM,"OLED capacitive touchscreen, 16M colors",5.6,"1080 x 2220 pixels, 18.5:9 ratio (~441 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer",Android 9.0 (Pie)
Haier,N60,2005,Discontinued,,131.0,Mini-SIM,"TFT resistive touchscreen, 256K colors",,"320 x 240 pixels, 4:3 ratio",V1,Linux
Haier,T3000,2005,Discontinued,,85.0,Mini-SIM,65K colors,,128 x 160 pixels,V1,
Haier,V280,2005,Discontinued,,80.0,Mini-SIM,65K colors,,128 x 160 pixels,V1,
Haier,V190,2004,Discontinued,,90.0,Mini-SIM,65K colors,,"128 x 128 pixels, 1:1 ratio",V1,
Haier,V100,2004,Discontinued,,90.0,Mini-SIM,65K colors,,"128 x 128 pixels, 1:1 ratio",V1,
Haier,P5,2003,Discontinued,,75.0,Mini-SIM,Monochrome,,"64 x 102 pixels, 16:10 ratio",V1,
Haier,Z8000,2004,Discontinued,,90.0,Mini-SIM,4096 colors,,"128 x 128 pixels, 1:1 ratio",V1,
Honor,8S 2020,2020,Available. Released 2020,,146.0,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",5.71,"720 x 1520 pixels, 19:9 ratio (~295 ppi density)","Accelerometer, proximity",Android 9.0 (Pie)
Honor,Play4,2020,Available. Released 2020,,213.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.81,"1080 x 2400 pixels, 20:9 ratio (~386 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",Android 10
Honor,Play4 Pro,2020,Available. Released 2020,,213.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.57,"1080 x 2400 pixels, 20:9 ratio (~401 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",Android 10
Honor,X10 5G,2020,Available. Released 2020,,203.0,"Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors",6.63,"1080 x 2400 pixels, 20:9 ratio (~397 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",Android 10
Honor,V6,2020,Available. Released 2020,,480.0,No,"IPS LCD capacitive touchscreen, 16M colors",10.4,"1200 x 2000 pixels, 5:3 ratio (~224 ppi density)","Accelerometer, proximity, compass",Android 10
Honor,9A,2020,Available. Released 2020,,185.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.3,"720 x 1600 pixels, 20:9 ratio (~278 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity",Android 10
Honor,9C,2020,Available. Released 2020,,176.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.39,"720 x 1560 pixels, 19.5:9 ratio (~269 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass",Android 10
Honor,9S,2020,Available. Released 2020,,144.0,"Dual SIM (Nano-SIM, dual stand-by)","Capacitive touchscreen, 16M colors",5.45,"720 x 1440 pixels, 18:9 ratio (~295 ppi density)","Accelerometer, proximity",Android 10
Honor,9X Lite,2020,Available. Released 2020,,188.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.5,"1080 x 2340 pixels, 19.5:9 ratio (~397 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass",Android 9.0 (Pie)
Honor,30 Pro+,2020,Available. Released 2020,,190.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors",6.57,"1080 x 2340 pixels, 19.5:9 ratio (~392 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 10
Honor,30 Pro,2020,Available. Released 2020,,186.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors",6.57,"1080 x 2340 pixels, 19.5:9 ratio (~392 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 10
Honor,30,2020,Available. Released 2020,,185.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors",6.53,"1080 x 2400 pixels, 20:9 ratio (~403 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 10
Honor,20e,2020,Available. Released 2020,,164.0,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.21,"1080 x 2340 pixels, 19.5:9 ratio (~415 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass",Android 9.0 (Pie)
Honor,Play 4T Pro,2020,Available. Released 2020,,165.0,"Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors",6.3,"1080 x 2400 pixels, 20:9 ratio (~418 ppi density)","Fingerprint (under display, optical), accelerometer, proximity, compass",Android 10
Honor,Play 4T,2020,Available. Released 2020,,176.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.39,"720 x 1560 pixels, 19.5:9 ratio (~269 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass",Android 10
Honor,8A 2020,2020,Available. Released 2020,,150.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.09,"720 x 1560 pixels, 19.5:9 ratio (~282 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Honor,8A Prime,2020,Available. Released 2020,,150.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.09,"720 x 1560 pixels, 19.5:9 ratio (~282 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity",Android 9.0 (Pie)
Honor,30S,2020,Available. Released 2020,,190.0,"Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors",6.5,"1080 x 2400 pixels, 20:9 ratio (~405 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",Android 10
Honor,Play 9A,2020,Available. Released 2020,,185.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.3,"720 x 1600 pixels, 20:9 ratio (~278 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity",Android 10
Honor,View30 Pro,2020,Available. Released 2020,,206.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.57,"1080 x 2400 pixels, 20:9 ratio (~400 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",Android 10
Honor,View30,2020,Available. Released 2020,,213.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.57,"1080 x 2400 pixels, 20:9 ratio (~401 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",Android 10
Honor,V30 Pro,2019,Available. Released 2019,,206.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.57,"1080 x 2400 pixels, 20:9 ratio (~400 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",Android 10
Honor,MagicWatch 2,2019,Available. Released 2019,,41.0,No,"OLED capacitive touchscreen, 16M colors",1.39,"454 x 454 pixels, 1:1 ratio (~326 ppi density)","Accelerometer, gyro, heart rate, barometer, compass",Huawei wearable platform
Honor,9X,2019,Available. Released 2019,,196.8,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors",6.59,"1080 x 2340 pixels, 19.5:9 ratio (~391 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Honor,20 lite (China),2019,Available. Released 2019,,171.5,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors",6.3,"1080 x 2400 pixels, 20:9 ratio (~418 ppi density)","Fingerprint (under display, optical), accelerometer, proximity, compass",Android 9.0 (Pie)
Honor,Play 3e,2019,Available. Released 2019,,146.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",5.71,"720 x 1520 pixels, 19:9 ratio (~295 ppi density)","Accelerometer, proximity",Android 9.0 (Pie)
Honor,Play 3,2019,Available. Released 2019,,176.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.39,"720 x 1560 pixels, 19.5:9 ratio (~269 ppi density)","Accelerometer, proximity, compass",Android 9.0 (Pie)
Honor,20S,2019,Available. Released 2019,,172.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.26,"1080 x 2340 pixels, 19.5:9 ratio (~412 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Honor,9X Pro,2019,Available. Released 2019,,202.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors",6.59,"1080 x 2340 pixels, 19.5:9 ratio (~391 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Honor,9X (China),2019,Available. Released 2019,,206.0,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors",6.59,"1080 x 2340 pixels, 19.5:9 ratio (~391 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Honor,8S,2019,Available. Released 2019,,146.0,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",5.71,"720 x 1520 pixels, 19:9 ratio (~295 ppi density)","Accelerometer, proximity",Android 9.0 (Pie)
Honor,Pad 5 10.1,2019,Available. Released 2019,,,Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors",10.1,"1920 x 1200 pixels, 16:10 ratio (~224 ppi density)",Accelerometer,Android 8.0 (Oreo)
Honor,Pad 5 8,2019,Available. Released 2019,,,Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors",8.0,"1920 x 1200 pixels, 16:10 ratio (~283 ppi density)","Accelerometer, proximity",Android 9.0 (Pie)
Honor,20 Pro,2019,Available. Released 2019,,182.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.26,"1080 x 2340 pixels, 19.5:9 ratio (~412 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Honor,20,2019,Available. Released 2019,,174.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.26,"1080 x 2340 pixels, 19.5:9 ratio (~412 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Honor,20 lite,2019,Available. Released 2019,,164.0,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors",6.21,"1080 x 2340 pixels, 19.5:9 ratio (~415 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass",Android 9.0 (Pie)
HP,Slate8 Pro,2013,Discontinued,,453.6,No,"Capacitive touchscreen, 16M colors",8.0,"1200 x 1600 pixels, 4:3 ratio (~250 ppi density)","Accelerometer, gyro, compass",Android 4.2.2 (Jelly Bean)
HTC,U20 5G,2020,,,215.5,"Dual SIM (Nano-SIM, dual stand-by)","Capacitive touchscreen, 16M colors",6.8,"1080 x 2400 pixels, 20:9 ratio (~387 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, SAR",Android 10
HTC,Desire 20 Pro,2020,,,201.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.5,"1080 x 2340 pixels, 19.5:9 ratio (~396 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 10
HTC,Wildfire R70,2020,,,186.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.53,"720 x 1560 pixels, 19.5:9 ratio (~263 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity",Android 9 (Pie)
HTC,Desire 19s,2019,Available. Released 2019,,170.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.2,"720 x 1520 pixels, 19:9 ratio (~271 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass",Android 9 (Pie)
HTC,Exodus 1s,2019,Available. Released 2019,,150.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",5.7,"720 x 1440 pixels, 18:9 ratio (~282 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass",Android 8.1 (Oreo)
HTC,Wildfire X,2019,Available. Released 2019,,160.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.2,"720 x 1520 pixels, 19:9 ratio (~271 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity",Android 9 (Pie)
HTC,U19e,2019,Available. Released 2019,,180.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors",6.0,"1080 x 2160 pixels, 18:9 ratio (~402 ppi density)","Iris scanner, fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
HTC,Desire 19+,2019,Available. Released 2019,,170.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.2,"720 x 1520 pixels, 19:9 ratio (~271 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass",Android 9 (Pie)
HTC,Schubert,,Discontinued,,,Mini-SIM,"TFT capacitive touchscreen, 16M colors",,,"Accelerometer, proximity",Microsoft Windows Phone 7
Huawei,Enjoy 20 Pro,2020,,,192.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.5,"1080 x 2400 pixels, 20:9 ratio (~405 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",Android 10
Huawei,Enjoy Z 5G,2020,Available. Released 2020,,182.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.5,"1080 x 2400 pixels, 20:9 ratio (~405 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",Android 10
Huawei,P Smart S,2020,Available. Released 2020,,163.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors",6.3,"1080 x 2400 pixels, 20:9 ratio (~418 ppi density)","Fingerprint (under display, optical), accelerometer, proximity, compass",Android 10
Huawei,Y8p,2020,Available. Released 2020,,163.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors",6.3,"1080 x 2400 pixels, 20:9 ratio (~418 ppi density)","Fingerprint (under display, optical), accelerometer, proximity, compass",Android 10
Huawei,P40 lite 5G,2020,Available. Released 2020,,189.0,"Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors",6.5,"1080 x 2400 pixels, 20:9 ratio (~405 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",Android 10
Huawei,P30 Pro New Edition,2020,Available. Released 2020,,192.0,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors",6.47,"1080 x 2340 pixels, 19.5:9 ratio (~398 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum",Android 10
Huawei,MatePad T8,2020,,,310.0,Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors",8.0,"800 x 1280 pixels, 16:10 ratio (~189 ppi density)",Accelerometer,Android 10
Huawei,Y8s,2020,Available. Released 2020,,180.0,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.5,"1080 x 2340 pixels, 19.5:9 ratio (~396 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass",Android 9.0 (Pie)
Huawei,Y6p,2020,Available. Released 2020,,185.0,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.3,"720 x 1600 pixels, 20:9 ratio (~278 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity",Android 10
Huawei,Y5p,2020,Available. Released 2020,,144.0,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",5.45,"720 x 1440 pixels, 18:9 ratio (~295 ppi density)","Accelerometer, proximity",Android 10
Huawei,P smart 2020,2020,Available. Released 2020,,160.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors",6.21,"1080 x 2340 pixels, 19.5:9 ratio (~415 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass",Android 9.0 (Pie)
Huawei,nova 7 Pro 5G,2020,Available. Released 2020,,178.0,"Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors",6.57,"1080 x 2340 pixels, 19.5:9 ratio (~392 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 10
Huawei,nova 7 5G,2020,Available. Released 2020,,180.0,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors",6.53,"1080 x 2400 pixels, 20:9 ratio (~403 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 10
Huawei,nova 7 SE,2020,Available. Released 2020,,189.0,"Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors",6.5,"1080 x 2400 pixels, 20:9 ratio (~405 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",Android 10
Huawei,MatePad,2020,Available. Released 2020,,450.0,Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors",10.4,"1200 x 2000 pixels, 5:3 ratio (~224 ppi density)","Accelerometer, gyro, proximity, compass",Android 10
Huawei,Watch GT 2e,2020,Available. Released 2020,,43.0,No,"AMOLED capacitive touchscreen, 16M colors",1.39,"454 x 454 pixels, 1:1 ratio (~326 ppi density)","Accelerometer, gyro, heart rate, barometer, compass, SpO2",Huawei wearable platform
Huawei,P40 Pro+,2020,Available. Released 2020,,226.0,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors",6.58,1200 x 2640 pixels (~441 ppi density),"Infrared face recognition, fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum",Android 10
Huawei,P40 Pro,2020,Available. Released 2020,,209.0,"Single SIM (Nano-SIM/eSIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors",6.58,1200 x 2640 pixels (~441 ppi density),"Infrared face recognition, fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum",Android 10
Huawei,P40,2020,Available. Released 2020,,175.0,"Single SIM (Nano-SIM/eSIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors",6.1,"1080 x 2340 pixels, 19.5:9 ratio (~422 ppi density)","Infrared face recognition, fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum",Android 10
Huawei,P40 lite E,2020,Available. Released 2020,,176.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.39,"720 x 1560 pixels, 19.5:9 ratio (~269 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass",Android 9.0 (Pie)
Huawei,P40 lite,2020,Available. Released 2020,,183.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors",6.4,1080 x 2310 pixels (~398 ppi density),"Fingerprint (side-mounted), accelerometer, proximity, compass",Android 10
Huawei,MatePad Pro 5G,2020,Available. Released 2020,,460.0,Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors",10.8,"2560 x 1600 pixels, 16:10 ratio (~280 ppi density)","Accelerometer, gyro, proximity, compass",Android 10
Huawei,Mate Xs,2020,Available. Released 2020,,300.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","Foldable OLED capacitive touchscreen, 16M colors",8.0,2200 x 2480 pixels (~414 ppi density),"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer",Android 10
Huawei,P30 lite New Edition,2020,Available. Released 2020,,152.9,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.15,1080 x 2312 pixels (~415 ppi density),"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Huawei,Y7p,2020,Available. Released 2020,,176.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.39,"720 x 1560 pixels, 19.5:9 ratio (~269 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass",Android 9.0 (Pie)
Huawei,nova 7i,2020,Available. Released 2020,,183.0,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors",6.4,1080 x 2310 pixels (~398 ppi density),"Fingerprint (side-mounted), accelerometer, proximity, compass",Android 10
Huawei,Y6s (2019),2020,Available. Released 2020,,150.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.09,"720 x 1560 pixels, 19.5:9 ratio (~282 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity",Android 9.0 (Pie)
Huawei,P smart Pro 2019,2019,Available. Released 2019,,206.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors",6.59,"1080 x 2340 pixels, 19.5:9 ratio (~391 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Huawei,nova 6 5G,2019,Available. Released 2019,,212.0,"Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors",6.57,"1080 x 2400 pixels, 20:9 ratio (~401 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",Android 10
Huawei,nova 6,2019,Available. Released 2019,,197.0,"Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors",6.57,"1080 x 2400 pixels, 20:9 ratio (~401 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",Android 10
Huawei,nova 6 SE,2019,Available. Released 2019,,183.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors",6.4,1080 x 2310 pixels (~398 ppi density),"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",Android 10
Huawei,MatePad Pro,2019,Available. Released 2019,,460.0,Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors",10.8,"2560 x 1600 pixels, 16:10 ratio (~280 ppi density)","Accelerometer, gyro, proximity, compass",Android 10
Huawei,Y9s,2019,Available. Released 2019,,206.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors",6.59,"1080 x 2340 pixels, 19.5:9 ratio (~391 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Huawei,nova 5z,2019,Available. Released 2019,,178.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors",6.26,"1080 x 2340 pixels, 19.5:9 ratio (~412 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Huawei,Enjoy 10s,2019,Available. Released 2019,,163.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors",6.3,"1080 x 2400 pixels, 20:9 ratio (~418 ppi density)","Fingerprint (under display, optical), accelerometer, proximity, compass",Android 9.0 (Pie)
Huawei,Enjoy 10,2019,Available. Released 2019,,176.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.39,"720 x 1560 pixels, 19.5:9 ratio (~269 ppi density)","Accelerometer, proximity, compass",Android 9.0 (Pie)
Huawei,Mate 30 RS Porsche Design,2019,Available. Released 2019,,198.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors",6.53,"1176 x 2400 pixels, 18.5:9 ratio (~409 ppi density)","Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, barometer, compass",Android 10
Huawei,Mate 30 Pro 5G,2019,Available. Released 2019,,198.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors",6.53,"1176 x 2400 pixels, 18.5:9 ratio (~409 ppi density)","Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, barometer, compass",Android 10
Huawei,Mate 30 Pro,2019,Available. Released 2019,,198.0,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors",6.53,"1176 x 2400 pixels, 18.5:9 ratio (~409 ppi density)","Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, barometer, compass",Android 10
Huawei,Mate 30 5G,2019,Available. Released 2019,,196.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors",6.62,"1080 x 2340 pixels, 19.5:9 ratio (~389 ppi density)","Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, barometer, compass",Android 10
